id,Genero,Tipo_Cliente,Edad,Tipo_Viaje,Clase,Distancia_Vuelo,Wifi_a_bordo,Comodidad_Horario,Facilidad_Reserva,Ubicacion_Puerta,Comida_Bebida,Embarque_Online,Comodidad_Asiento,Entretenimiento,Servicio_Abordo,Espacio_Piernas,Manejo_Equipaje,Servicio_Checkin,Servicio_Vuelo,Limpieza,TypeOfTravel_bin,Class_Eco,Class_Eco Plus,Service_Mean,Service_Min,Service_Max,Service_Var,Age_Bin,Distance_Bin,target
444,Female,Loyal Customer,34,Personal Travel,Eco,1083,2,1,1,3,2,5,2,5,3,1,3,3,5,2,0,True,False,2.7142857142857144,1,5,2.0659340659340657,1.0,1.0,1
445,Male,Loyal Customer,72,Business travel,Business,451,3,2,3,1,2,2,5,1,4,5,2,1,3,2,1,False,False,2.5714285714285716,1,5,1.8021978021978025,4.0,0.0,0
446,Male,Loyal Customer,37,Business travel,Eco,1824,3,2,4,3,1,3,1,4,4,4,4,5,5,2,1,True,False,3.2142857142857144,1,5,1.7197802197802199,1.0,1.0,1
447,Female,disloyal Customer,9,Business travel,Eco,2051,5,1,1,1,5,4,4,5,5,4,3,2,3,5,1,True,False,3.4285714285714284,1,5,2.5714285714285716,0.0,2.0,0
448,Male,disloyal Customer,14,Business travel,Business,1379,5,3,4,2,4,2,2,3,4,1,4,3,4,5,1,False,False,3.2857142857142856,1,5,1.4505494505494503,0.0,1.0,1
449,Female,Loyal Customer,30,Business travel,Eco Plus,2007,2,2,4,5,4,1,2,3,5,1,3,2,3,4,1,False,True,2.9285714285714284,1,5,1.7637362637362637,1.0,2.0,1
450,Female,Loyal Customer,21,Business travel,Eco,4948,1,5,1,2,2,5,1,4,5,3,4,5,2,5,1,True,False,3.2142857142857144,1,5,2.7967032967032965,0.0,4.0,1
451,Female,Loyal Customer,49,Business travel,Eco,1124,4,4,1,4,2,3,2,5,3,5,5,4,1,4,1,True,False,3.357142857142857,1,5,1.9395604395604393,2.0,1.0,0
452,Female,Loyal Customer,37,Business travel,Eco,645,1,2,4,4,5,1,4,3,4,3,1,1,3,1,1,True,False,2.642857142857143,1,5,2.0934065934065935,1.0,0.0,1
453,Female,disloyal Customer,79,Personal Travel,Business,4274,2,1,2,1,2,4,1,4,5,2,4,1,1,4,0,False,False,2.4285714285714284,1,5,2.1098901098901095,4.0,4.0,1
454,Male,Loyal Customer,51,Personal Travel,Eco Plus,2481,2,3,5,4,3,5,5,4,2,2,1,3,4,2,0,False,True,3.2142857142857144,1,5,1.7197802197802194,2.0,2.0,1
455,Male,Loyal Customer,72,Personal Travel,Eco,988,1,4,5,2,3,4,1,1,2,1,4,1,4,3,0,True,False,2.5714285714285716,1,5,2.1098901098901095,4.0,0.0,0
456,Female,Loyal Customer,14,Business travel,Eco,1205,4,2,2,3,3,4,1,3,4,4,2,4,2,3,1,True,False,2.9285714285714284,1,4,0.9945054945054945,0.0,1.0,1
457,Female,Loyal Customer,77,Business travel,Eco,2649,1,3,1,2,3,5,5,5,3,2,5,2,2,2,1,True,False,2.9285714285714284,1,5,2.2252747252747254,4.0,2.0,1
458,Male,Loyal Customer,63,Business travel,Business,2090,5,3,4,1,5,5,4,3,3,2,5,4,3,4,1,False,False,3.642857142857143,1,5,1.4780219780219779,3.0,2.0,1
459,Male,Loyal Customer,36,Personal Travel,Eco,4098,3,3,5,4,4,4,3,3,5,3,1,3,5,2,0,True,False,3.4285714285714284,1,5,1.3406593406593408,1.0,4.0,0
460,Female,Loyal Customer,80,Business travel,Business,3875,5,1,4,3,3,3,3,3,4,3,2,3,4,5,1,False,False,3.2857142857142856,1,5,1.1428571428571423,4.0,3.0,0
461,Male,Loyal Customer,24,Business travel,Business,2912,3,5,2,5,2,5,5,4,2,2,3,1,1,4,1,False,False,3.142857142857143,1,5,2.2857142857142856,1.0,2.0,1
462,Female,Loyal Customer,75,Personal Travel,Business,1020,2,3,4,3,3,1,4,2,5,1,5,4,5,2,0,False,False,3.142857142857143,1,5,1.9780219780219783,4.0,0.0,0
463,Male,Loyal Customer,45,Business travel,Eco Plus,4745,4,4,2,3,5,2,2,2,5,3,2,2,4,5,1,False,True,3.2142857142857144,2,5,1.565934065934066,2.0,4.0,1
464,Female,Loyal Customer,66,Business travel,Eco,2161,1,2,1,2,2,3,5,1,1,2,2,4,3,5,1,True,False,2.4285714285714284,1,5,1.9560439560439562,3.0,2.0,0
465,Male,Loyal Customer,49,Business travel,Eco,4587,4,4,2,5,3,5,3,3,4,4,1,2,4,4,1,True,False,3.4285714285714284,1,5,1.3406593406593408,2.0,4.0,1
466,Female,Loyal Customer,51,Business travel,Eco,3739,1,1,2,1,4,5,4,2,5,3,2,2,2,1,1,True,False,2.5,1,5,2.1153846153846154,2.0,3.0,1
467,Male,Loyal Customer,29,Business travel,Eco,3265,5,1,5,1,2,3,1,1,2,2,2,4,1,1,1,True,False,2.2142857142857144,1,5,2.1813186813186807,1.0,3.0,1
468,Male,Loyal Customer,75,Business travel,Eco Plus,4535,5,4,4,3,2,2,4,4,1,5,3,5,1,5,1,False,True,3.4285714285714284,1,5,2.10989010989011,4.0,4.0,1
469,Female,Loyal Customer,12,Business travel,Business,2744,1,5,5,3,4,4,4,3,2,3,1,4,2,1,1,False,False,3.0,1,5,2.0,0.0,2.0,1
470,Male,Loyal Customer,62,Business travel,Business,4952,4,1,3,4,2,1,3,5,3,5,1,2,5,5,1,False,False,3.142857142857143,1,5,2.4395604395604398,3.0,4.0,0
471,Female,disloyal Customer,10,Personal Travel,Business,1145,1,1,2,5,3,5,3,4,1,3,2,3,2,1,0,False,False,2.5714285714285716,1,5,1.9560439560439562,0.0,1.0,0
472,Male,Loyal Customer,29,Business travel,Eco,3656,2,4,3,3,2,2,2,1,1,3,3,3,1,5,1,True,False,2.5,1,5,1.3461538461538463,1.0,3.0,0
473,Female,Loyal Customer,12,Business travel,Eco,2781,5,1,5,4,3,1,2,4,5,5,4,1,3,5,1,True,False,3.4285714285714284,1,5,2.5714285714285716,0.0,2.0,0
474,Male,Loyal Customer,38,Business travel,Business,3299,2,5,4,5,4,3,5,5,3,1,5,3,5,5,1,False,False,3.9285714285714284,1,5,1.763736263736264,1.0,3.0,1
475,Female,Loyal Customer,24,Personal Travel,Business,1038,5,5,5,1,1,5,1,4,5,2,1,5,4,5,0,False,False,3.5,1,5,3.3461538461538463,1.0,0.0,1
476,Male,Loyal Customer,21,Business travel,Eco,541,5,5,4,4,4,4,2,1,4,1,3,2,3,3,1,True,False,3.2142857142857144,1,5,1.7197802197802199,0.0,0.0,1
477,Female,Loyal Customer,46,Business travel,Business,2650,3,2,4,5,3,3,3,5,2,1,3,4,5,1,1,False,False,3.142857142857143,1,5,1.824175824175824,2.0,2.0,0
478,Male,Loyal Customer,79,Personal Travel,Eco,4325,2,5,1,4,5,5,4,5,2,2,2,4,1,5,0,True,False,3.357142857142857,1,5,2.554945054945055,4.0,4.0,0
479,Female,Loyal Customer,80,Personal Travel,Eco Plus,696,2,5,2,3,4,2,5,4,5,4,5,5,1,2,0,False,True,3.5,1,5,2.1153846153846154,4.0,0.0,0
480,Female,Loyal Customer,12,Business travel,Business,1605,3,2,5,2,5,1,2,5,2,1,1,3,3,4,1,False,False,2.7857142857142856,1,5,2.1813186813186816,0.0,1.0,1
481,Female,Loyal Customer,69,Personal Travel,Business,961,4,3,4,1,5,1,4,4,2,1,4,2,5,2,0,False,False,3.0,1,5,2.1538461538461537,3.0,0.0,0
482,Male,Loyal Customer,73,Business travel,Eco,2740,2,1,5,3,3,5,4,3,4,1,2,3,4,2,1,True,False,3.0,1,5,1.6923076923076923,4.0,2.0,1
483,Female,Loyal Customer,17,Business travel,Eco,3831,1,5,5,3,3,3,2,5,3,4,1,1,4,3,1,True,False,3.0714285714285716,1,5,2.071428571428571,0.0,3.0,1
484,Male,Loyal Customer,49,Business travel,Eco,1651,3,1,4,5,1,4,1,4,1,3,1,3,2,1,1,True,False,2.4285714285714284,1,5,2.10989010989011,2.0,1.0,0
485,Female,Loyal Customer,23,Business travel,Eco Plus,3336,2,4,3,4,2,2,1,3,5,5,3,1,3,3,1,False,True,2.9285714285714284,1,5,1.6098901098901097,0.0,3.0,0
486,Male,Loyal Customer,10,Personal Travel,Business,1836,4,1,2,1,4,5,5,5,5,5,5,4,5,1,0,False,False,3.7142857142857144,1,5,2.8351648351648353,0.0,1.0,0
487,Female,Loyal Customer,69,Business travel,Eco,1549,2,2,2,3,3,2,1,3,4,4,4,2,3,5,1,True,False,2.857142857142857,1,5,1.208791208791209,3.0,1.0,1
488,Male,Loyal Customer,74,Business travel,Eco,364,5,1,1,5,4,1,5,5,4,1,5,1,4,3,1,True,False,3.2142857142857144,1,5,3.258241758241758,4.0,0.0,0
489,Male,disloyal Customer,47,Personal Travel,Eco,2759,1,1,1,1,5,4,3,1,1,5,3,3,5,4,0,True,False,2.7142857142857144,1,5,2.835164835164835,2.0,2.0,1
490,Female,Loyal Customer,11,Personal Travel,Business,2821,3,1,1,4,2,2,2,1,3,4,4,3,1,1,0,False,False,2.2857142857142856,1,4,1.4505494505494503,0.0,2.0,0
491,Male,Loyal Customer,38,Business travel,Eco,1562,5,3,2,3,1,5,4,4,5,2,4,4,1,3,1,True,False,3.2857142857142856,1,5,1.9120879120879122,1.0,1.0,1
492,Male,Loyal Customer,76,Business travel,Eco,4352,4,3,3,3,4,4,5,2,4,5,2,5,5,4,1,True,False,3.7857142857142856,2,5,1.1043956043956045,4.0,4.0,1
493,Female,Loyal Customer,41,Business travel,Business,1545,5,4,2,3,2,3,1,1,5,2,4,5,3,2,1,False,False,3.0,1,5,2.0,2.0,1.0,1
494,Male,Loyal Customer,28,Personal Travel,Business,2398,5,2,2,1,1,5,5,2,2,1,1,3,3,5,0,False,False,2.7142857142857144,1,5,2.681318681318681,1.0,2.0,1
495,Male,Loyal Customer,71,Business travel,Eco,3025,4,1,2,1,4,2,5,3,5,5,5,5,1,5,1,True,False,3.4285714285714284,1,5,2.879120879120879,4.0,2.0,1
496,Male,disloyal Customer,28,Personal Travel,Business,1732,5,1,2,1,2,4,1,3,3,4,5,2,1,2,0,False,False,2.5714285714285716,1,5,2.1098901098901104,1.0,1.0,1
497,Female,Loyal Customer,17,Business travel,Business,2474,3,1,3,1,3,5,1,2,3,3,2,5,4,3,1,False,False,2.7857142857142856,1,5,1.7197802197802199,0.0,2.0,1
498,Male,disloyal Customer,83,Business travel,Business,612,2,1,1,5,4,4,2,4,5,5,4,2,5,2,1,False,False,3.2857142857142856,1,5,2.3736263736263736,4.0,0.0,1
499,Female,Loyal Customer,9,Business travel,Eco,315,5,3,5,2,2,4,4,5,2,5,3,3,3,4,1,True,False,3.5714285714285716,2,5,1.3406593406593406,0.0,0.0,1
500,Male,Loyal Customer,15,Business travel,Eco,3431,3,4,1,5,1,4,2,2,3,5,1,3,4,1,1,True,False,2.7857142857142856,1,5,2.1813186813186816,0.0,3.0,1
501,Male,Loyal Customer,66,Business travel,Eco,2272,2,5,1,3,2,2,2,2,4,5,2,3,3,3,1,True,False,2.7857142857142856,1,5,1.4120879120879122,3.0,2.0,0
502,Male,disloyal Customer,82,Personal Travel,Business,3253,2,2,5,5,3,5,1,2,5,4,4,4,1,1,0,False,False,3.142857142857143,1,5,2.5934065934065935,4.0,3.0,1
503,Female,Loyal Customer,20,Business travel,Eco,1806,5,1,2,4,4,1,1,2,2,4,3,5,5,2,1,True,False,2.9285714285714284,1,5,2.379120879120879,0.0,1.0,1
504,Male,disloyal Customer,24,Business travel,Eco,2206,3,4,3,1,4,1,4,2,4,3,4,1,2,5,1,True,False,2.9285714285714284,1,5,1.7637362637362637,1.0,2.0,1
505,Male,Loyal Customer,79,Personal Travel,Eco,1667,5,5,3,4,4,2,5,4,5,4,2,1,5,1,0,True,False,3.5714285714285716,1,5,2.2637362637362637,4.0,1.0,1
506,Female,Loyal Customer,29,Business travel,Eco Plus,2308,4,4,1,4,3,2,2,1,2,4,3,3,2,1,1,False,True,2.5714285714285716,1,4,1.3406593406593408,1.0,2.0,0
507,Male,disloyal Customer,80,Personal Travel,Business,2431,2,3,5,3,1,4,4,5,4,1,3,5,4,5,0,False,False,3.5,1,5,1.9615384615384615,4.0,2.0,0
508,Female,Loyal Customer,53,Business travel,Eco,2253,5,5,4,1,4,5,2,1,3,1,3,2,2,1,1,True,False,2.7857142857142856,1,5,2.4890109890109886,2.0,2.0,1
509,Female,Loyal Customer,75,Business travel,Business,1228,2,4,2,4,1,5,5,2,5,2,3,1,2,1,1,False,False,2.7857142857142856,1,5,2.335164835164835,4.0,1.0,0
510,Male,Loyal Customer,53,Business travel,Eco,3610,3,3,1,3,2,3,2,1,5,3,4,3,4,5,1,True,False,3.0,1,5,1.5384615384615385,2.0,3.0,1
511,Female,disloyal Customer,36,Business travel,Business,4423,1,4,3,1,1,3,3,4,3,1,3,1,5,5,1,False,False,2.7142857142857144,1,5,2.2197802197802194,1.0,4.0,0
512,Male,disloyal Customer,31,Personal Travel,Business,3753,5,4,5,2,1,1,4,3,1,3,4,1,4,2,0,False,False,2.857142857142857,1,5,2.285714285714286,1.0,3.0,0
513,Female,Loyal Customer,34,Business travel,Business,2465,5,5,5,3,4,3,1,1,4,3,3,1,1,2,1,False,False,2.9285714285714284,1,5,2.379120879120879,1.0,2.0,1
514,Female,Loyal Customer,31,Business travel,Eco,4997,2,3,1,5,5,3,2,5,3,5,3,3,1,1,1,True,False,3.0,1,5,2.3076923076923075,1.0,4.0,0
515,Male,disloyal Customer,80,Business travel,Business,3021,3,1,4,1,5,1,4,4,5,3,2,3,2,3,1,False,False,2.9285714285714284,1,5,1.9175824175824174,4.0,2.0,1
516,Female,Loyal Customer,84,Business travel,Eco,4667,4,2,3,4,3,1,4,3,4,5,4,4,4,2,1,True,False,3.357142857142857,1,5,1.1703296703296704,4.0,4.0,1
517,Female,Loyal Customer,64,Personal Travel,Business,1179,3,5,1,4,3,3,2,4,4,2,4,4,4,2,0,False,False,3.2142857142857144,1,5,1.2582417582417582,3.0,1.0,1
518,Female,disloyal Customer,47,Business travel,Business,3611,5,3,4,5,5,5,1,2,1,2,5,4,4,3,1,False,False,3.5,1,5,2.269230769230769,2.0,3.0,0
519,Female,Loyal Customer,31,Business travel,Eco,2841,4,4,5,5,2,3,1,3,5,2,2,1,5,3,1,True,False,3.2142857142857144,1,5,2.1813186813186816,1.0,2.0,0
520,Female,Loyal Customer,84,Personal Travel,Business,3120,3,3,2,4,4,4,2,5,2,5,4,5,3,5,0,False,False,3.642857142857143,2,5,1.324175824175824,4.0,3.0,1
521,Male,Loyal Customer,54,Business travel,Business,328,1,2,3,1,4,4,4,3,1,5,2,3,3,2,1,False,False,2.7142857142857144,1,5,1.6043956043956042,2.0,0.0,0
522,Female,disloyal Customer,16,Personal Travel,Eco,270,2,2,3,3,2,4,1,5,1,2,2,4,3,4,0,True,False,2.7142857142857144,1,5,1.4505494505494505,0.0,0.0,0
523,Male,disloyal Customer,81,Business travel,Business,394,3,1,4,5,2,2,2,2,2,5,2,5,5,4,1,False,False,3.142857142857143,1,5,2.131868131868132,4.0,0.0,0
524,Female,disloyal Customer,17,Business travel,Business,4384,3,1,1,5,5,4,2,5,2,4,1,4,4,1,1,False,False,3.0,1,5,2.6153846153846154,0.0,4.0,1
525,Male,Loyal Customer,27,Business travel,Business,525,1,2,5,5,3,5,2,4,1,4,4,4,3,2,1,False,False,3.2142857142857144,1,5,2.027472527472527,1.0,0.0,1
526,Male,disloyal Customer,51,Personal Travel,Eco Plus,1018,5,5,4,2,2,2,4,1,4,5,2,5,4,4,0,False,True,3.5,1,5,1.9615384615384615,2.0,0.0,1
527,Female,disloyal Customer,13,Personal Travel,Eco,3353,2,5,2,1,3,2,1,4,3,5,1,4,2,2,0,True,False,2.642857142857143,1,5,1.9395604395604393,0.0,3.0,0
528,Female,Loyal Customer,70,Business travel,Eco,598,3,4,2,1,1,4,4,4,3,1,1,1,3,2,1,True,False,2.4285714285714284,1,4,1.6483516483516483,4.0,0.0,1
529,Female,disloyal Customer,70,Business travel,Eco,2909,4,1,2,1,4,3,3,3,1,1,3,1,2,4,1,True,False,2.357142857142857,1,4,1.478021978021978,4.0,2.0,0
530,Male,Loyal Customer,8,Business travel,Business,925,3,4,4,1,5,1,1,2,4,3,3,1,5,2,1,False,False,2.7857142857142856,1,5,2.181318681318681,0.0,0.0,0
531,Female,Loyal Customer,82,Business travel,Business,3879,2,1,5,1,4,3,4,1,2,3,4,2,1,3,1,False,False,2.5714285714285716,1,5,1.8021978021978027,4.0,3.0,1
532,Male,Loyal Customer,48,Business travel,Eco,1958,3,2,3,4,5,3,1,5,1,3,3,4,5,1,1,True,False,3.0714285714285716,1,5,2.071428571428571,2.0,1.0,1
533,Male,Loyal Customer,60,Personal Travel,Business,2218,1,5,1,5,1,2,3,3,5,2,4,2,5,5,0,False,False,3.142857142857143,1,5,2.7472527472527473,3.0,2.0,1
534,Male,Loyal Customer,81,Business travel,Business,245,3,5,3,4,4,2,5,2,4,4,1,3,5,4,1,False,False,3.5,1,5,1.5,4.0,0.0,1
535,Female,Loyal Customer,22,Business travel,Business,4665,3,2,5,2,1,2,2,1,5,2,1,5,3,5,1,False,False,2.7857142857142856,1,5,2.4890109890109895,0.0,4.0,1
536,Female,Loyal Customer,24,Business travel,Business,3677,4,4,3,3,5,5,4,4,5,5,4,3,2,1,1,False,False,3.7142857142857144,1,5,1.4505494505494505,1.0,3.0,1
537,Male,Loyal Customer,65,Business travel,Eco Plus,292,1,4,4,5,2,5,3,2,1,1,3,2,3,3,1,False,True,2.7857142857142856,1,5,1.8736263736263734,3.0,0.0,1
538,Male,Loyal Customer,22,Business travel,Business,3988,1,3,2,2,4,1,3,2,4,5,3,1,1,3,1,False,False,2.5,1,5,1.6538461538461537,0.0,4.0,0
539,Female,Loyal Customer,12,Business travel,Eco,151,3,1,5,4,1,2,1,2,5,5,4,4,5,3,1,True,False,3.2142857142857144,1,5,2.4890109890109886,0.0,0.0,1
540,Male,Loyal Customer,63,Personal Travel,Business,2510,4,4,5,3,4,4,1,4,4,1,5,4,4,3,0,False,False,3.5714285714285716,1,5,1.4945054945054943,3.0,2.0,0
541,Female,Loyal Customer,53,Business travel,Eco Plus,1920,3,2,3,2,4,2,2,5,3,5,3,1,1,4,1,False,True,2.857142857142857,1,5,1.6703296703296704,2.0,1.0,1
542,Male,Loyal Customer,54,Business travel,Business,3064,3,4,4,3,4,5,1,3,5,3,2,4,2,4,1,False,False,3.357142857142857,1,5,1.324175824175824,2.0,3.0,0
543,Female,Loyal Customer,48,Business travel,Business,2621,2,5,3,2,3,2,4,5,5,1,3,5,1,2,1,False,False,3.0714285714285716,1,5,2.2252747252747254,2.0,2.0,1
544,Male,disloyal Customer,82,Personal Travel,Eco,1969,2,1,3,4,1,5,4,1,4,5,5,5,3,2,0,True,False,3.2142857142857144,1,5,2.4890109890109886,4.0,1.0,0
545,Female,Loyal Customer,66,Personal Travel,Eco,2668,4,3,5,3,1,2,4,3,3,3,1,5,4,1,0,True,False,3.0,1,5,1.8461538461538463,3.0,2.0,1
546,Male,Loyal Customer,83,Business travel,Business,1967,5,1,3,2,4,4,5,1,5,3,1,3,3,2,1,False,False,3.0,1,5,2.1538461538461537,4.0,1.0,0
547,Female,Loyal Customer,10,Personal Travel,Business,2838,2,5,2,4,2,1,4,4,1,4,1,1,5,1,0,False,False,2.642857142857143,1,5,2.554945054945055,0.0,2.0,0
548,Female,disloyal Customer,8,Business travel,Business,3369,5,5,3,5,4,4,1,5,4,3,3,5,5,1,1,False,False,3.7857142857142856,1,5,2.0274725274725274,0.0,3.0,0
549,Male,Loyal Customer,65,Business travel,Business,3299,1,5,2,4,3,5,1,2,4,2,1,2,1,1,1,False,False,2.4285714285714284,1,5,2.2637362637362632,3.0,3.0,0
550,Male,disloyal Customer,33,Business travel,Business,2679,2,5,5,4,5,3,4,3,5,1,5,5,5,3,1,False,False,3.9285714285714284,1,5,1.7637362637362641,1.0,2.0,0
551,Female,Loyal Customer,33,Business travel,Business,4105,2,2,4,5,3,4,3,2,3,1,5,3,5,5,1,False,False,3.357142857142857,1,5,1.785714285714286,1.0,4.0,1
552,Male,disloyal Customer,85,Business travel,Business,340,4,3,2,4,2,2,3,1,5,1,3,2,2,5,1,False,False,2.7857142857142856,1,5,1.7197802197802194,4.0,0.0,0
553,Female,Loyal Customer,78,Personal Travel,Business,3540,5,5,4,5,4,1,3,2,2,5,2,1,2,4,0,False,False,3.2142857142857144,1,5,2.335164835164835,4.0,3.0,0
554,Male,disloyal Customer,13,Personal Travel,Eco,4731,2,5,4,5,1,2,2,2,5,5,3,1,3,1,0,True,False,2.9285714285714284,1,5,2.5329670329670324,0.0,4.0,0
555,Female,Loyal Customer,69,Business travel,Eco Plus,1507,2,4,2,5,4,2,5,4,2,2,1,5,3,3,1,False,True,3.142857142857143,1,5,1.824175824175824,3.0,1.0,1
556,Female,Loyal Customer,52,Business travel,Eco,3602,4,3,5,2,2,4,4,4,1,3,3,2,2,2,1,True,False,2.9285714285714284,1,5,1.302197802197802,2.0,3.0,1
557,Female,Loyal Customer,69,Business travel,Business,4138,4,1,1,3,1,1,2,5,4,5,5,2,1,2,1,False,False,2.642857142857143,1,5,2.708791208791209,3.0,4.0,1
558,Female,Loyal Customer,18,Business travel,Business,182,5,3,4,2,3,3,3,1,4,3,3,5,2,4,1,False,False,3.2142857142857144,1,5,1.2582417582417582,0.0,0.0,1
559,Female,Loyal Customer,19,Business travel,Eco Plus,3868,1,3,4,5,5,2,4,4,3,3,3,5,3,4,1,False,True,3.5,1,5,1.3461538461538463,0.0,3.0,1
560,Female,disloyal Customer,49,Business travel,Business,1050,1,3,5,3,5,1,2,4,5,5,2,4,4,1,1,False,False,3.2142857142857144,1,5,2.489010989010988,2.0,1.0,1
561,Male,disloyal Customer,23,Business travel,Business,710,3,5,5,3,4,3,1,5,1,5,5,4,5,1,1,False,False,3.5714285714285716,1,5,2.5714285714285716,0.0,0.0,1
562,Male,Loyal Customer,69,Personal Travel,Eco,4769,2,5,3,5,3,2,3,3,2,2,4,5,4,2,0,True,False,3.2142857142857144,2,5,1.4120879120879122,3.0,4.0,1
563,Male,Loyal Customer,42,Business travel,Eco,3705,5,2,5,3,2,1,2,5,3,4,4,3,4,2,1,True,False,3.2142857142857144,1,5,1.7197802197802192,2.0,3.0,1
564,Female,Loyal Customer,14,Business travel,Eco,4654,2,1,4,3,5,4,1,2,1,1,5,4,5,2,1,True,False,2.857142857142857,1,5,2.5934065934065935,0.0,4.0,1
565,Female,Loyal Customer,75,Personal Travel,Business,3383,5,4,2,2,3,2,3,2,1,5,4,5,2,2,0,False,False,3.0,1,5,1.8461538461538463,4.0,3.0,1
566,Female,Loyal Customer,42,Business travel,Business,2273,5,3,1,3,4,2,5,4,2,5,1,2,1,5,1,False,False,3.0714285714285716,1,5,2.5329670329670333,2.0,2.0,1
567,Female,Loyal Customer,34,Business travel,Eco Plus,3584,5,1,3,5,1,1,3,4,2,3,4,4,4,1,1,False,True,2.9285714285714284,1,5,2.225274725274726,1.0,3.0,0
568,Male,Loyal Customer,53,Business travel,Business,1622,2,1,2,1,4,2,5,5,4,4,1,3,1,1,1,False,False,2.5714285714285716,1,5,2.417582417582417,2.0,1.0,1
569,Male,Loyal Customer,82,Business travel,Eco,2701,4,2,1,1,4,3,5,5,5,5,5,1,3,2,1,True,False,3.2857142857142856,1,5,2.6813186813186816,4.0,2.0,1
570,Female,Loyal Customer,36,Personal Travel,Eco,2757,2,4,1,1,3,2,5,1,3,4,4,2,4,3,0,True,False,2.7857142857142856,1,5,1.7197802197802192,1.0,2.0,1
571,Male,Loyal Customer,29,Business travel,Eco,2259,5,3,1,5,5,5,4,2,5,1,4,3,3,2,1,True,False,3.4285714285714284,1,5,2.2637362637362632,1.0,2.0,1
572,Male,Loyal Customer,22,Business travel,Business,2549,3,4,2,1,3,3,4,5,3,3,1,3,2,4,1,False,False,2.9285714285714284,1,5,1.3021978021978025,0.0,2.0,1
573,Female,Loyal Customer,20,Personal Travel,Business,3930,1,2,3,2,1,1,5,3,1,2,1,3,4,3,0,False,False,2.2857142857142856,1,5,1.6043956043956045,0.0,4.0,0
574,Male,disloyal Customer,80,Personal Travel,Eco,221,5,5,3,5,3,3,1,1,2,1,3,2,3,4,0,True,False,2.9285714285714284,1,5,2.0714285714285716,4.0,0.0,0
575,Female,Loyal Customer,77,Personal Travel,Eco,4468,3,1,1,5,2,5,5,5,2,4,2,3,3,3,0,True,False,3.142857142857143,1,5,2.131868131868132,4.0,4.0,1
576,Male,Loyal Customer,58,Business travel,Eco Plus,1417,4,3,2,5,4,5,2,4,1,4,4,1,2,4,1,False,True,3.2142857142857144,1,5,1.8736263736263732,3.0,1.0,1
577,Female,Loyal Customer,43,Business travel,Business,4593,5,5,1,3,5,2,5,5,1,1,2,4,1,2,1,False,False,3.0,1,5,3.076923076923077,2.0,4.0,0
578,Female,Loyal Customer,35,Personal Travel,Business,2618,3,2,5,3,1,2,4,4,3,4,2,2,1,2,0,False,False,2.7142857142857144,1,5,1.4505494505494503,1.0,2.0,1
579,Female,disloyal Customer,73,Personal Travel,Eco Plus,1330,5,4,3,3,4,4,4,4,1,2,4,3,4,3,0,False,True,3.4285714285714284,1,5,1.032967032967033,4.0,1.0,1
580,Female,Loyal Customer,21,Business travel,Eco,1233,2,1,4,4,3,3,2,2,3,2,1,5,2,4,1,True,False,2.7142857142857144,1,5,1.4505494505494505,0.0,1.0,1
581,Male,Loyal Customer,53,Business travel,Eco,1401,3,3,1,2,2,4,2,2,5,4,3,4,4,5,1,True,False,3.142857142857143,1,5,1.5164835164835166,2.0,1.0,1
582,Female,Loyal Customer,52,Business travel,Business,4134,2,5,5,5,3,5,3,5,2,4,5,2,1,3,1,False,False,3.5714285714285716,1,5,2.10989010989011,2.0,4.0,0
583,Female,disloyal Customer,58,Personal Travel,Eco,2010,2,5,3,5,4,2,1,5,2,2,4,5,2,3,0,True,False,3.2142857142857144,1,5,2.0274725274725274,3.0,2.0,1
584,Female,disloyal Customer,25,Business travel,Eco,1605,3,1,2,3,1,2,1,3,2,4,4,5,5,1,1,True,False,2.642857142857143,1,5,2.0934065934065935,1.0,1.0,0
585,Male,Loyal Customer,83,Business travel,Eco,3285,1,4,3,5,5,2,1,1,5,5,5,3,2,3,1,True,False,3.2142857142857144,1,5,2.642857142857143,4.0,3.0,1
586,Female,Loyal Customer,27,Business travel,Business,2016,3,2,2,5,4,1,4,1,5,3,2,2,2,5,1,False,False,2.9285714285714284,1,5,2.071428571428571,1.0,2.0,1
587,Male,Loyal Customer,70,Business travel,Business,3648,1,4,2,1,1,5,1,5,4,5,3,3,5,2,1,False,False,3.0,1,5,2.769230769230769,4.0,3.0,1
588,Female,disloyal Customer,43,Personal Travel,Eco,2857,5,4,1,5,4,2,3,2,3,4,2,1,3,4,0,True,False,3.0714285714285716,1,5,1.763736263736264,2.0,2.0,1
589,Male,Loyal Customer,33,Business travel,Business,2056,5,4,1,4,2,5,3,3,3,4,5,5,3,1,1,False,False,3.4285714285714284,1,5,1.956043956043956,1.0,2.0,1
590,Male,disloyal Customer,61,Personal Travel,Business,278,3,1,3,3,3,2,1,1,4,3,5,1,3,4,0,False,False,2.642857142857143,1,5,1.6318681318681316,3.0,0.0,0
591,Female,Loyal Customer,35,Personal Travel,Eco Plus,996,5,1,5,2,5,3,2,5,2,4,3,3,1,2,0,False,True,3.0714285714285716,1,5,2.2252747252747254,1.0,0.0,1
592,Male,Loyal Customer,26,Business travel,Business,1651,4,2,3,2,1,5,3,2,3,3,5,4,2,3,1,False,False,3.0,1,5,1.3846153846153846,1.0,1.0,0
